Concepto,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Departamento,Origen
Población en edad de trabajar (PET),511.545,517.522,525.275,534.548,545.01,556.494,569.019,582.449,596.865,612.792,630.129,650.377,656.095,650.429834,663.054,664.895,666.653,671.838,Cundinamarca,CentrosP
Fuerza de trabajo  ,328.812,344.79,391.424,409.00507500000003,388.22876,388.480621,398.55188799999996,409.41823999999997,407.079315,388.37453899999997,400.966638,399.526325,375.207374,368.026926,395.356,402.597,402.744,403.816,Cundinamarca,CentrosP
Población ocupada,303.713,326.738,361.197,378.653501,358.442379,365.61423599999995,378.52356199999997,387.86654200000004,385.32582,368.700011,383.840433,364.649011,340.617482,321.782683,328.646,360.013,354.279,362.597,Cundinamarca,CentrosP
Población desocupada,25.099,18.052,30.227,30.351574,29.786381000000002,22.866383999999996,20.028325000000002,21.551698000000002,21.753494999999997,19.674526999999998,17.126205000000002,34.877314,34.589892,46.244243000000004,66.711,42.584,48.465,41.219,Cundinamarca,CentrosP
Población fuera de la fuerza de trabajo,182.733,172.732,133.851,125.542925,156.78124,168.013379,170.467112,173.03076000000001,189.785685,224.417461,229.162362,250.850675,280.887626,282.40290799999997,267.698,262.298,263.909,268.022,Cundinamarca,CentrosP
Población subocupada,25.97,26.491,48.457,60.236937,58.199335,52.545653,46.753254999999996,55.251304,53.008777,40.575697,47.351555999999995,45.875998,47.464159,0.0,36.929,48.363,31.177,31.606,Cundinamarca,CentrosP
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.885,24.673,21.443,11.443,Cundinamarca,CentrosP
% población en edad de trabajar ,66.737389584,67.163886522,67.578086664,67.970193436,68.339175388,68.692067464,69.021208866,69.327016758,69.612042501,69.873803897,70.117453926,70.340097184,70.462886855,70.623783349,70.802026247,71.005429695,71.229202318,71.350482038,Huila,CentrosP
Tasa Global de Participación (TGP),58.615036631,61.78314176,66.501620615,64.293305583,61.612764419,66.243649423,63.087298982,57.45143595,58.300365344,56.058451172,54.359671985,51.558524131,51.722612121,49.573583117,51.769728348,56.626987241,57.156752821,58.805416125,Huila,CentrosP
Tasa de Ocupación (TO),55.86986058,58.55579804,62.692835372,61.625708322,59.277824936,62.64783528,60.736203693,54.621173332,55.927397152,53.668050359,50.896573366,48.221684957,49.223504517,45.556313929,47.823831122,54.21359224,54.82985906,55.589682128,Huila,CentrosP
Tasa de Desocupación (TD),4.68339902,5.223663977,5.72735703,4.149105784,3.789700892,5.428164321,3.726733156,4.926356621,4.070245836,4.264122115,6.37071287,6.471944707,4.831750565,8.103649031,7.622016479,4.261916656,4.071074102,5.468431666,Huila,CentrosP
Tasa de Subocupación (TS),4.518317829,7.183562428,12.353972346,9.912898797,6.461628387,10.639308649,11.059589518,10.098053449,9.344791832,9.841391552,8.337992185,9.814316427,9.295240663,0.0,1.54933791,3.730748712,4.180496343,2.502327819,Huila,CentrosP
Población total,378.001,382.594,387.198,391.86,396.55,401.221,405.868,410.56,415.329,420.219,425.188,430.524,436.759,442.814,448.514,453.985,459.306,464.486,Huila,CentrosP
Población en edad de trabajar (PET),252.268,256.965,261.661,266.348,270.999,275.607,280.135,284.629,289.119,293.623,298.131,302.831,307.753,312.732,317.557,322.354,327.16,331.413,Huila,CentrosP
Fuerza de trabajo  ,147.867,158.761,174.009,171.243934,166.969975,182.572135,176.72960500000002,163.523448,168.557433,164.600506,162.06303400000002,156.13519399999998,159.17789000000002,155.03245800000002,164.398,182.539,186.994,194.889,Huila,CentrosP
Población ocupada,140.942,150.468,164.043,164.138842,160.642313,172.66181899999998,170.143364,155.46769899999998,161.696731,157.58174,151.738463,146.030211,151.48681200000001,142.469172,151.868,174.76,179.381,184.231,Huila,CentrosP
Población desocupada,6.925,8.293,9.966,7.105092,6.327662999999999,9.910315,6.586241,8.055748,6.860702,7.0187669999999995,10.324571,10.104983,7.691078999999999,12.563286,12.53,7.78,7.613,10.657,Huila,CentrosP
Población fuera de la fuerza de trabajo,104.401,98.204,87.652,95.104066,104.02902499999999,93.03486500000001,103.405395,121.105552,120.561567,129.022494,136.06796599999998,146.695806,148.57511,157.69954199999998,153.159,139.815,140.166,136.524,Huila,CentrosP
Población subocupada,6.681,11.405,21.497,16.975238,10.788979,19.424413,19.545569,16.512685,15.751341,16.19898,13.512803,15.323602000000001,14.795968,0.0,2.547,6.81,7.817,4.877,Huila,CentrosP
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.028,4.644,3.03,1.936,Huila,CentrosP
% población en edad de trabajar ,58.871165009,59.156997277,59.442066421,59.73671637,60.045654539,60.395701817,60.789439066,61.220108534,61.69358889,62.206361874,62.72184624,63.247786743,63.804899306,64.306378933,64.789520218,65.252101591,65.752931101,65.939837005,La Guajira,CentrosP
Tasa Global de Participación (TGP),46.241795931,47.638852427,65.695686009,74.4785301,70.901646531,86.970001078,84.279314812,83.001169923,85.553407089,86.684839159,92.058580723,96.257642666,89.627242446,85.478102492,78.605758817,73.459509156,64.423633652,59.981667924,La Guajira,CentrosP
Tasa de Ocupación (TO),39.127649099,40.57984085,61.263319819,70.326986298,66.540247129,83.057417832,81.215544832,79.826162123,81.699911498,82.518318139,89.41864496,95.622075876,88.333052526,81.656352194,76.77661845,68.62909049,57.190490008,54.848433852,La Guajira,CentrosP
Tasa de Desocupación (TD),15.384668111,14.81776159,6.746814684,5.574148412,6.151337261,4.498773367,3.635257343,3.825256685,4.504198865,4.80651641,2.867669415,0.660276703,1.443969361,4.471028471,2.326980103,6.575620667,11.227469228,8.558004885,La Guajira,CentrosP
Tasa de Subocupación (TS),7.380762478,3.597168918,5.117071209,8.60661286,3.065654103,7.273520685,6.479052811,8.671961778,8.537942015,8.304146541,9.863204633,11.581730809,11.429252985,0.0,8.060637083,5.539517096,5.913265115,7.667314274,La Guajira,CentrosP
Población total,347.491,361.019,372.625,383.009,392.513,401.565,410.494,419.225,428.085,438.55,450.819,469.218,481.905,492.214,498.789,503.547,507.915,512.408,La Guajira,CentrosP
Población en edad de trabajar (PET),204.572,213.568,221.496,228.797,235.687,242.528,249.537,256.65,264.101,272.806,282.762,296.77,307.479,316.525,323.163,328.575,333.969,337.881,La Guajira,CentrosP
Fuerza de trabajo  ,94.598,101.741,145.513,170.40464300000002,167.105964,210.926604,210.308074,213.022503,225.947404,236.48144200000002,260.306684,285.66380599999997,275.584949,270.559564,254.025,241.37,215.155,202.667,La Guajira,CentrosP
Población ocupada,80.044,86.666,135.696,160.906035,156.826712,201.43749400000002,202.662834,204.873845,215.770283,225.114923,252.841949,283.77763500000003,271.605587,258.462769,248.114,225.498,190.999,185.322,La Guajira,CentrosP
Población desocupada,14.554,15.076,9.818,9.498608,10.279251,9.48911,7.645239999999999,8.148658000000001,10.17712,11.366519,7.464734999999999,1.886172,3.979362,12.096795,5.911,15.872,24.156,17.344,La Guajira,CentrosP
Población fuera de la fuerza de trabajo,109.974,111.827,75.983,58.392357000000004,68.581036,31.601396,39.228926,43.627497000000005,38.153596,36.324557999999996,22.455316,11.106194,31.894051,45.965436000000004,69.138,87.205,118.814,135.214,La Guajira,CentrosP
Población subocupada,6.982,3.66,7.446,14.666068,5.122890999999999,15.341790000000001,13.625971,18.47323,19.291258000000003,19.637766,25.674581,33.084813000000004,31.497301,0.0,20.476,13.371,12.723,15.539,La Guajira,CentrosP
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23,12.235,17.217,14.765,La Guajira,CentrosP
% población en edad de trabajar ,62.898124612,63.160626692,63.438612239,63.728662684,64.031324876,64.364698064,64.73096081,65.128273189,65.554611803,66.005690614,66.466898459,66.951089668,67.244191853,67.564358796,67.898307655,68.262005952,68.646435113,68.725985272,Magdalena,CentrosP
Tasa Global de Participación (TGP),57.117090594,52.484415616,56.348311341,58.766425044,59.000277479,61.186475909,58.313556601,60.006925398,62.704276883,64.687393384,61.763426036,59.403226213,60.941446888,54.052437389,58.641631155,60.589017913,61.610827766,56.994582659,Magdalena,CentrosP
Tasa de Ocupación (TO),53.916859491,48.700958447,51.930850416,54.908170243,54.945417938,58.272856533,55.437007344,58.012289707,59.38146163,60.463446056,58.959777764,56.925717202,57.380677283,50.477674769,53.972655519,56.683925065,57.654260709,53.359277206,Magdalena,CentrosP
Tasa de Desocupación (TD),5.602930872,7.208724959,7.839562216,6.565406689,6.872610968,4.761868261,4.932899697,3.324009151,5.299184391,6.529784409,4.53933412,4.170664068,5.84293578,6.613508645,7.961878863,6.445215622,6.421869662,6.378335069,Magdalena,CentrosP
Tasa de Subocupación (TS),6.342961514,4.951124072,4.302746119,5.604922579,9.809590362,5.508079755,7.05027259,5.669367928,6.820349125,8.134766072,9.930026165,7.872917381,8.426268912,0.0,9.31009423,11.627886873,9.374209039,7.950833087,Magdalena,CentrosP
Población total,341.476,346.773,352.049,357.238,362.268,367.164,372.009,376.735,381.456,386.953,393.456,402.921,420.53,436.304,448.372,458.356,467.883,477.051,Magdalena,CentrosP
Población en edad de trabajar (PET),214.782,219.024,223.335,227.663,231.965,236.324,240.805,245.361,250.062,255.411,261.518,269.76,282.782,294.786,304.437,312.883,321.185,327.858,Magdalena,CentrosP
Fuerza de trabajo  ,122.677,114.953,125.846,133.78940599999999,136.859994,144.59832699999998,140.42195999999998,147.23359200000002,156.799569,165.218718,161.522477,160.24614300000002,172.331442,159.339018,178.527,189.573,197.885,186.861,Magdalena,CentrosP
Población ocupada,115.804,106.667,115.98,125.005588,127.454139,137.71274499999998,133.49508600000001,142.33953400000001,148.49047099999999,154.43029199999998,154.190432,153.562815,162.26222700000002,148.80111799999997,164.313,177.354,185.177,174.943,Magdalena,CentrosP
Población desocupada,6.874,8.287,9.866,8.783819,9.405854999999999,6.885582,6.926874,4.894058,8.309098,10.788426,7.332045,6.683328,10.069216,10.5379,14.214,12.218,12.708,11.919,Magdalena,CentrosP
Población fuera de la fuerza de trabajo,92.105,104.071,97.489,93.873594,95.10500599999999,91.725673,100.38304,98.127408,93.26243099999999,90.192282,99.995523,109.513857,110.450558,135.446982,125.91,123.31,123.3,140.997,Magdalena,CentrosP
Población subocupada,7.781,5.691,5.415,7.498793,13.425405000000001,7.964591,9.900131,8.347214,10.694278,13.440156,16.039224,12.616046,14.521111000000001,0.0,16.621,22.043,18.55,14.857,Magdalena,CentrosP
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.671,17.819,10.412,13.272,Magdalena,CentrosP
% población en edad de trabajar ,65.491693313,66.038975474,66.581211878,67.108304754,67.615202562,68.114128679,68.60008839,69.065359935,69.516390866,69.941433359,70.341186602,70.741832966,70.827823221,70.955552126,71.183009193,71.399192863,71.636090893,71.830227869,Meta,CentrosP
Tasa Global de Participación (TGP),64.430645728,64.186416322,70.233562193,66.511638304,67.509188655,64.433572299,63.763782154,61.676114334,66.281266368,65.45622755,69.366928722,64.539301277,62.300592097,56.259336959,55.502086348,56.155488911,55.90271286,59.9804164,Meta,CentrosP
Tasa de Ocupación (TO),58.885228014,57.988902636,64.839741735,62.723327072,63.908295582,60.82606053,59.692508771,57.475010592,61.828829962,60.609974247,62.421483228,58.969123707,56.362258487,49.834552624,46.472513227,49.784912921,51.152030917,55.301845808,Meta,CentrosP
Tasa de Desocupación (TD),8.606801392,9.655491054,7.679833244,5.695711801,5.333930306,5.598807641,6.384930826,6.811557096,6.717488439,7.403807834,10.01261786,8.630675356,9.531745062,11.419943218,16.268889541,11.344529473,8.498124153,7.800163576,Meta,CentrosP
Tasa de Subocupación (TS),8.237156558,7.005661954,8.411240315,6.191816041,7.802072623,8.950410542,9.703096353,6.857256174,7.879760636,8.842708344,8.746749753,8.576668722,5.657836445,0.0,5.588027872,5.398220473,3.591573141,4.930019504,Meta,CentrosP
Población total,198.274,202.435,206.737,211.108,215.49,219.787,224.007,228.152,232.233,236.312,240.367,244.489,248.785,252.723,255.856,258.692,261.318,263.836,Meta,CentrosP
Población en edad de trabajar (PET),129.853,133.686,137.648,141.671,145.704,149.706,153.669,157.574,161.44,165.28,169.077,172.956,176.209,179.321,182.126,184.704,187.198,189.514,Meta,CentrosP
Fuerza de trabajo  ,83.665,85.808,96.675,94.22770299999999,98.36358800000001,96.460924,97.98516599999999,97.18552000000001,107.004476,108.186053,117.28352199999999,111.624594,109.77925,100.884806,101.084,103.721,104.649,113.671,Meta,CentrosP
Población ocupada,76.464,77.523,89.251,88.860765,93.116943,91.06026200000001,91.72888099999999,90.56567299999999,99.816463,100.176165,105.540371,101.990638,99.315372,89.363818,84.639,91.955,95.756,104.805,Meta,CentrosP
Población desocupada,7.201,8.285,7.424,5.366938,5.246645,5.4006620000000005,6.256285,6.619847,7.188013,8.009886999999999,11.743151,9.633956,10.463878000000001,11.520988,16.445,11.767,8.893,8.867,Meta,CentrosP
Población fuera de la fuerza de trabajo,46.188,47.878,40.973,47.443297,47.34041199999999,53.245076,55.683834000000004,60.38848,54.435524,57.093947,51.793478,61.331406,66.42975,78.436194,81.042,80.983,82.549,75.843,Meta,CentrosP
Población subocupada,6.892,6.011,8.132,5.8344059999999995,7.674399,8.633649,9.507594999999998,6.6642600000000005,8.431697,9.566576999999999,10.258496,9.573672,6.21113,0.0,5.649,5.599,3.759,5.604,Meta,CentrosP
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.992,2.227,4.287,3.919,Meta,CentrosP
% población en edad de trabajar ,69.838915434,70.409679889,70.989762654,71.562699298,72.116611604,72.64956304,73.147596901,73.603089292,74.014343676,74.374825382,74.670690038,74.945369273,75.141859259,75.339368991,75.548475472,75.75496089,75.968137108,76.039210888,Nariño,CentrosP
Tasa Global de Participación (TGP),59.481620526,61.073755951,71.68197662,76.355545132,76.864431922,75.06087043,76.627035299,75.748704952,77.73269772,80.220759159,80.980500586,76.789600611,78.018023745,74.114749436,76.272454883,78.721576023,80.240978488,78.969642759,Nariño,CentrosP
Tasa de Ocupación (TO),53.700328869,55.324576931,61.520340737,58.454628151,66.437553649,66.519101024,69.489266523,69.136960935,72.319448331,76.857559539,77.86664626,74.213792261,76.170660567,71.325693927,73.799111433,76.675731049,77.3449245,76.18353676,Nariño,CentrosP
Tasa de Desocupación (TD),9.719458895,9.413501643,14.175998434,23.444161062,13.565283724,11.379789973,9.31494837,8.728524166,6.963928369,4.192430557,3.845190266,3.354371333,2.36786718,3.763158521,3.242774149,2.598836403,3.609195754,3.528072183,Nariño,CentrosP
Tasa de Subocupación (TS),8.412262691,5.265629133,10.091909427,10.630455423,13.321564226,15.341215339,14.270043069,13.094752197,15.896851021,13.531077008,10.198429555,9.0803638,6.763287712,0.0,6.550182806,6.808878798,8.472552924,9.428096936,Nariño,CentrosP
Población total,862.28,868.605,874.25,879.651,884.749,889.441,893.596,897.552,901.582,905.547,909.022,913.863,913.934,913.902,913.988,914.352,914.669,915.358,Nariño,CentrosP
Población en edad de trabajar (PET),602.207,611.582,620.628,629.502,638.051,646.175,653.644,660.626,667.3,673.499,678.773,684.898,686.747,688.528,690.504,692.667,694.857,696.031,Nariño,CentrosP
Fuerza de trabajo  ,358.202,373.516,444.878,480.659684,490.434277,485.02458,500.86801899999995,500.41564,518.710292,540.286011,549.6737730000001,525.930439,535.786438,510.30080200000003,526.664,545.278,557.56,549.653,Nariño,CentrosP
Población ocupada,323.387,338.355,381.812,367.973053,423.90547499999997,429.829801,454.21242099999995,456.73674,482.587679,517.634895,528.5377709999999,508.288779,523.099726,491.097374,509.586,531.107,537.437,530.261,Nariño,CentrosP
Población desocupada,34.815,35.161,63.066,112.68663000000001,66.528801,55.194778,46.655597,43.6789,36.122612999999994,22.651116000000002,21.136002,17.641659999999998,12.686710999999999,19.203428,17.079,14.171,20.123,19.392,Nariño,CentrosP
Población fuera de la fuerza de trabajo,244.005,238.066,175.75,148.84231599999998,147.616723,161.15042000000003,152.775981,160.21035999999998,148.589708,133.212989,129.09922699999998,158.967561,150.960562,178.22719800000002,163.84,147.389,137.297,146.378,Nariño,CentrosP
Población subocupada,30.133,19.668,44.897,51.096313,65.333517,74.408665,71.474082,65.528188,82.458602,73.106516,56.058093,47.756397,36.236778,0.0,34.497,37.127,47.24,51.822,Nariño,CentrosP
Fuerza de trabajo potencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.279,39.207,34.779,36.186,Nariño,CentrosP
% población en edad de trabajar ,64.546706465,64.967166914,65.403397284,65.855152822,66.318138219,66.777923189,67.22740218,67.651947652,68.053080279,68.409722314,68.703315095,68.905951909,68.817775243,68.804999022,68.939054448,69.102314897,69.308985511,69.558808014,Norte de Santander,CentrosP
Tasa Global de Participación (TGP),59.98767541,58.937826128,58.246779936,59.990834274,61.600644893,63.005300455,60.764266707,60.393020527,61.734452751,62.814945192,66.237269793,62.495360969,59.011971011,58.513466496,56.601216524,57.321137264,54.024335338,54.079101464,Norte de Santander,CentrosP
Tasa de Ocupación (TO),56.892030498,55.538332998,55.249928599,56.632517546,58.847599742,60.413431896,57.203771137,58.398338246,58.872169187,60.295348526,64.201894776,60.395716869,54.497337668,51.677055526,51.617103785,52.671212537,50.169246872,49.069511312,Norte de Santander,CentrosP
Tasa de Desocupación (TD),5.160468198,5.767930975,5.145093583,5.598049716,4.469182353,4.113730973,5.85952199,3.302835764,4.636444379,4.011142027,3.072854638,3.359679932,7.650368672,11.683483101,8.805663631,8.112059441,7.135836918,9.263449311,Norte de Santander,CentrosP
